Page Title,New node,Introduction,Essays,Arguments,Features,Reviews,GPPN Student Essay Contest,Andrew Wellington Cordier Student Essay Contest,Visual Essays,Read
The Politics of Partition,/content/politics-partition,Editor's Foreword - JIA Editorial Board,"History And Geography: A Perspective On Partition - Norman J. G. Pounds
Sociological And Psychological Aspects Of Vietnam'S Partition - Bernard B. Fall
The Economic Consequences Of Partition: India And Pakistan - Wayne Wilcox
The Politics Of Partition In Africa: The Cameroons And The Myth Of Unification - Victor T. Le Vine
Jerusalem-A Divided City - Don Peretz
Korean Partition And Unification - Chong-Sik Lee
Partition In North America - Mason Wade
Partition And South Africa's Future - Gill Evans",,,,,,,"JSTOR
ProQuest"
Statesmen and Succession,/content/statesmen-and-succession,Editor's Foreword - JIA Editorial Board,"Succession And The Elite In Peking - Donald W. Klein
Succession And Myth In Taiwan - Mark Mancall
Succession And Personalities In India - Welles Hangen
Succession And Party Politics In West Germany - Arnold J. Heidenheimer
Succession And The Legacy In Israel - Jon Kimche
Succession And The Charismatic Leader In Yugoslavia - Milorad M. Drachkovitch
Succession And Institutions In The Soviet Union - Myron Rush
Succession And Ideology In Spain And Portugal - Keith Botsford
Succession And Stability In France - Stanley S. Hoffmann
Succession In The Twentieth Century - Dankwart A. Rustow",,,,,,,"JSTOR
ProQuest"
The Asian Triangle,/content/asian-triangle,Editor's Foreword - JIA Editorial Board,"China'S Position In Asia - O. Edmund Clubb
India'S Position In Asia - Norman D. Palmer
Japan'S Position In Asia - James W. Morley
Political Contrasts: China, India, And Japan - Allan B. Cole
Economic Contrasts: Chiña, India, And Japan - Hugh T. Patrick And Peter Schran
Southeast Asia In The Asian Triangle - Russell H. Fifield
The Sino-Indian Conflict - S. M. Burke",,,,,,,"JSTOR
ProQuest"
Diplomacy in Transition,/content/diplomacy-transition,Editor's Foreword - JIA Editorial Board,"Diplomacy Today - Andrew W. Cordier
The Golden Age In Perspective - Charles Burton Marshall
The Decline Of Classic Diplomacy - Quincy Wright
United Nations Diplomacy - Thomas Hovet, Jr.
Dialectics And Duplicity In Soviet Diplomacy - Vernon V. Aspaturian
Diplomatic Immunities, Protocol, And The Public - Michael H. Cardozo",,,,,,,"JSTOR
ProQuest"
Nation-Building,/content/nation-building,Editor's Foreword - JIA Editorial Board,"The Politics Of Nation-Building: Problems And Preconditions - Arnold Rivkin
From Tribalism To Nationalism In Africa - Leonard W. Doob
The Sanction Of Religion In The New Societies - Denis Baly
Notes On The Viability Of Emerging African States - Sir James Robertson
Priorities In Economic Development - Bilsel Alisbah And Albert Berry
Economic Development And Democracy - David Horowitz
Can The Underdeveloped Countries Catch Up? - Eugene R. Black",,,,,,,"JSTOR
ProQuest"
Western Europe,/content/western-europe,Editor's Foreword - JIA Editorial Board,"A Program For Europe - Julian Marias
To A British Friend: Are You In Europe? - Rene Albrecht-Carrie
Britain's Imperative - Anthony Nutting
Finland And The Ussr-1945-1961 - John H. Wuorinen
Some Complexities Of European Integration - Pierre-A. Forthomme
An Austrian'S View Of His Country On The World Scene - Karl Gruber
Looking Across The Iron Curtain - Robert A. Kann
The Iberian Peninsula And Western Europe - John Davis Lodge
Towards Western European Integration: An Interim Assessment - Karl W. Deutsch",,,,,,,"JSTOR
ProQuest"
Ideology,/content/ideology,Editor's Foreword - JIA Editorial Board,"East Vs. West In Communist Ideology - Elliot R. Goodman
Nationalism, Latin America's Predominant Ideology - Robert J. Alexander
Titoist Theory And Titoist Practice - Fred Warner Neal
Europe, Germany, America - Willy Brandt",,,,,,,"JSTOR
ProQuest"
Many Africas,/content/many-africas,Editor's Foreword - JIA Editorial Board,"Authority And Authoritarianism In The New Africa - Francis X. Sutton
The Politics Of African Separation - Donald S. Rothchild
West African Industry: An Analysis Of Locational Orientation - William A. Hance
Arab Africa In The Emerging African Community - Benjamin Rivlin
African Versus European In Central Africa - John Markakis
South African Crisis In The Commonwealth - John Hatch",,,,,,,"JSTOR
ProQuest"
The Americas,/content/americas,Editor's Foreword - JIA Editorial Board,"Latin America Since The War - Norman A. Bailey
Latin American Economic Development: Some Basic Issues - Raymond F. Mikesell
United States Investment In Latin America: Problems And Prospects - David Felix
The United States And Latin American Dictatorship: The Case Of The Dominican Republic - Theodore P. Wright, Jr.
The Cuban Revolution: Its Impact On American Foreign Policy - Ramon H. Hulsey
United States-Canadian Economic Relations: The Search For A Home-Owned Soul - Richard E. Caves",,,,,,,"JSTOR
ProQuest"
A New Balance of Power?,/content/new-balance-power,Editor's Foreword - JIA Editorial Board,"Our Balance Of Power System In Perspective - Edward V. Gulick
Balance Of Power In The Missile Age - Glenn H. Snyder
Balance System And Balance Policies In A Nuclear And Bipolar Age - John H. Herz
Basic Deterrence And The New Balance Of Power - Lt. Col. Amos A. Jordan, Jr.
A New Balance Of Power? - A. L. Burns
The Political And Economic Problems Before The Summit Conference - Pierre Mendès-France
An Announcement From The Foreign Policy Association",,,,,,,"JSTOR
ProQuest"
The Middle East,/content/middle-east,Editor's Foreword - JIA Editorial Board,"Middle East Dilemmas : An Outline Of Problems - Charles Issawi
American Policy In The Middle East - Richard H. Nolte
Soviet Policy In The Arab East 1945-1957 - Oles Smolansky
Soviet Muslims, The Arab World And The Myth Of Synthesis - Raymond K. Kent
The Revolt Against Democracy - John S. Badeau
The New Monarchies Of The Middle East - K. J. Newman
Israel'S Economic Balance Sheet After A Decade - Daniel Creamer",,,,,,,"JSTOR
ProQuest"
Science and World Politics,/content/science-and-world-politics,Editor's Foreword - JIA Editorial Board,"Science Technology And Foreign Policy - Warner R. Schilling
Soviet Science And Some Implications For American Science And Society - Mark G. Field
The Political Implications Of Inspection For Disarmament - Seymour Melman
The International Geophysical Year And World Politics - Hugh Odishaw
The International Atomic Energy Agency In World Politics - Robert B. Von Mehren
The Military Control Of Outer Space - Albert C. Stillson
Scientific Progress And The Government Of Outer Space - Christopher Wright",,,,,,,"JSTOR
ProQuest"
A Design for International Relations,/content/design-international-relations,Editor's Foreword - JIA Editorial Board,"Moral Power In International Relations - Ernest A. Gross
New Directions For Zionism - Irving Miller
New Social And Political Trends In The Roman Catholic Church - Robert J. Alexander
Nasserism - F. R. C. Bagley
Moscow And The Changing Nature Of Communist Ideology - Robert H. Riefe
The Crisis Of Democracy - D. M. Bouloukos
Nationalism-Some Myths And Realities - Boyd C. Shafer
The Nation-State And Internationalism - Alvin Richman
An Analysis Of Neutrality And Modern Neutralism - Herman Frohman
Common Principles Of Law In The Western Family Of Nations - Wolfgang Friedmann
Our Free Economy-Re-Examined - Norbert A. Mckenna
The Impact Of Socialism On The Polish Есоnоmy - Jozef Pajestka
International Morality In The Nuclear Age - Hidejiro Kotani",,,,,,,"JSTOR
ProQuest"
The Western Alliance,/content/western-alliance,Editor's Foreword - JIA Editorial Board,"The Western Alliance : Its Cultural Foundation - Louis J. Halle
A Political Analysis Of The Western Alliance - Manfred Simon
The Economic Aspect Of The Western Alliance - Emile Benoit
Nato Military Strategy In Transition - Harry Howe Ransom
Great Britain, Nato, And The Nuclear Age - W. I. Stewart, Jr. - Peter M. Herford - Edward J. Shanahan, Jr.
France As A European And As A World Power - Robert Valeur
Germany And The Western Alliance - Chancellor Konrad Adenauer
The Western Alliance And The Small Powers Paul Van Zeeland - Paul Van Zeeland
The United States - Leonard M. West
Current Trends And Prospects In Latin America - Eduardo Frei",,,,,,,"JSTOR
ProQuest"
Communist China in World Politics,/content/communist-china-world-politics,Editor's Foreword - JIA Editorial Board,"Political Power In Communist China - A. Doak Barnett
Economic Development In Communist China : Аn Есoпoтiс Evaluation - Sidney Klein
The Sino-Soviet Alliance: A New Dimension In World Politics - Howard L. Boorman
Taipei And Peking: The Confronting Republics - Paul M. A. Linebarger
The Policy Of The Chinese People's Government In Asia - Michael Lindsay
American Foreign Policy Toward China - Werner Levi
The United States Should Not Recognize Communist China - Senator Williам F. Кnowland
The Status Of Communist China - Quincy Wright
China And The United Nations - Reinhold Niebuhr",,,,,,,"JSTOR
ProQuest"
East Central Europe,/content/east-central-europe-1,Editor's Foreword - JIA Editorial Board,"Politics In East Central Europe - Paul E. Zinner
Factorg In Eastern Europe's Intratrade And Cooperation - Nicolas Spulber
Nationalism In East Central Europe - Oscar Halecki
Eastern European Refugees And Exiles - Elizabeth K. Valkenier
Soviet Policy Toward Eastern Europe - Alexander Dallin
U.S. Foreign Policy In East Central Europe - A Study In Contradiction - Zbigniew Brzezinski
The Future Of Eastern Europe - Henry L. Roberts",,,,,,,"JSTOR
ProQuest"
The Press in World Affairs,/content/press-world-affairs,Introduction - Arthur Hays Sulzberger,"The Press And Foreign Policy In The United States - Bernard C. Cohen
Franco-German Relations: Politics, Public And The Press - Daniel Lerner
The Soviet Press : ""Propagandist, Agitator, Organizer"" - Leo Gruliow
""The Thunderer"" - Lindsay Rogers
The Indian Press And Foreign Policy - K. Balaraman
Foreign News And The American Public - Pamela Cheatham
The Economics Of Foreign News Coverage - John Wilhelm
The Press In World Politics And In The Conduct Of Foreign Policy - Stephen G. Xydis",,,,,,,"JSTOR
ProQuest"
Southeast Asia in Transition,/content/southeast-asia-transition,Introduction and Editor's Foreword - JIA Editorial Board,"Burma - Frank N. Trager 
Burma - U Hla Maung 
Colonialism In Contemporary Southeast Asia - Victor Purcell 
Communism In Southeast Asia - Lucian W. Pye 
Indonesia: Reterospect And Prospect - Robert C. Bone 
Problems Of Economic Development In Southeast Asia - Frank N. Trager 
Regionalism In Southeast Asia - William Henderson 
Southeast Asia Between India And China - C. Martin Wilbur 
United States Foreign Policy In Southeast Asia - Edwin F. Stanton 
Viet Nam, 1956 - Ellen Hammer",,,,,,,"JSTOR
ProQuest"
The United Nations After Ten Years,/content/united-nations-after-ten-years,Editor's Foreword - JIA Editorial Board,"A Re-Examination Of Regional Arrangements - Edgar S. Furniss, Jr.
Ecosoc: Concept Versus Practice - Forrest Murden
Ecosoc: Concept Versus Practice - Isador Lubin
Membership And Representation - Frank Barabas
Technical Assistance For Economic Development - David Owen
The International Civil Servant And His Loyalties - Philip C. Jessup
The Peaceful Settlement Of Disputes - Leland M. Goodrich
The Role Of The United Nations In Disarmament - R. Gordon Arneson
The United Nations And The Individual - Benjamin A. Cohen
The United Nations In The Modern World - Dag Hammarskjold
The United Nations Intern Program - John D. Witmer Ii
Whither, Submerged Millions? - Carlos P. Romulo",,,,,,,"JSTOR
ProQuest"
Problems and Progress in Latin America,/content/problems-and-progress-latin-america,"
Editor's Foreword - JIA Editorial Board
Editor's Report - Responsible Freedom In The Americas - JIA Editorial Board","The Problems Of Democracy In Latin America - Jose Figueres, President Of Costa Rica
Anti-American Sentiment In Latin America - Jesus De Galindez
Political Instability In Latin America - German Arciniegas
Reflections On The Mexican Revolution - Frank Tannenbaum
Peronism And Argentina'S Quest For Leadership In Latin America - Robert Alexander
The Financing Of Latin America's Economic Development - Serge Fliegers
Guatemala And United States Foreign Policy - Donald Grant
Stabilization Of The Post-Revolutionary Government In Guatemala - Julio Vielman
Asylum And Haya De La Torre - Norman Bailey
Industrialism, Nationalism And The People Of Brazil - Alexander Marchant
The Inter-American Regional System - Charles G. Fenwick",,,,,,,"JSTOR
ProQuest"
The Military and U.S. Foreign Policy,/content/military-and-us-foreign-policy,Editor's Foreword - JIA Editorial Board,"The Use Of Armed Force To Implement Foreign Policy Objectives - Albert C. Stillson
Military-Civilian Relations In The Occupation Of Japan And Korea - Lt. Col. Jack P. Napier And Arnold Nestel
The Occupation Of Germany: United States' Objectives And Participation - Eli Whitney Debevoise
The National Security Council: Concept Of Operation; Organization; Actual Operations - George A. Wyeth, Jr.
Information As A Limitation On Military Legislation: A Problem In National Security - Edward L. Katzenbach, Jr.
Radicalism And Conservatism In National Defense Policy - Samuel P. Huntington",,,,,,,"JSTOR
ProQuest 1
ProQuest2
"
Postwar Soviet Foreign Policy,/content/postwar-soviet-foreign-policy,Editor's Foreword - JIA Editorial Board,"Stalinism And The World Conflict - R C. Tucker
The Soviet Union And Japan - Paul F. Langer
Communist Movements In Southeast Asia - William Henderson
Soviet Policy And India: Some Postwar Trends - Merrill C. Goodall
Soviet Policy In The Middle East: A Summary Of Developments Since 1945 - George Lenczowski
German Reaction To Soviet Policy 1945-1953 - Perry Lauckhuff
Communist Tactics In France: 1945-1953 - Alfred Rieber
Communism In Latin America: A Problem For The Immediate Future - German Arciniegas
Soviet Policy In Eastern Europe Since 1945 - J. B. Hoptner
Soviet Policy In The Two-World Conflict : Some Prospects - Philip E. Mosely",,,,,,,"JSTOR
ProQuest"
Crisis in Africa,/content/crisis-africa,Editor's Foreword - JIA Editorial Board,"Africa In Perspective - Harry R. Rudin
Map Of Africa South Of The Sahara
The Significance Of South Africa - Xyz With The Assistance Of Lorraine Sullivan
Apartheid-A Slogan Or A Solution? - N. J. J. Olivier
Apartheid-Another View - Z. K. Matthews
The United Nations And The Union Of South Africa - Marian Neal
East Africa - Enoch E. K. Mulira
Central Africa - Michael Scott
West Africa - Jonathan C. Ezenekwe
French Equatorial Africa - L. Gray Cowan
The Belgian Congo - Jan-Albert Goris
A Case For Moral Judgment - Emory Ross",,,,,,,"JSTOR
ProQuest"
The Refugee in World Affairs,/content/refugee-world-affairs,Editor's Foreword - JIA Editorial Board,"People Adrift - G. J. Van Heuven Goedhart
The Relation Between Voluntary Agencies And International Organizations - Julius A. Elias
The German Refugees And Expellees - Charles Sternberg
The Arab Refugees - Lucille W. Pevsner
The Jewish ""Refugees"" In The Middle East - Raphael Patai
The Refugees In India And Pakistan - William Henderson
The Admission And Integration Of Refugees In The United States - Jane P. C. Carey
The Displaced Placed - John W. Gibson
The Escapee Program - George L. Warren
Towards A New Immigration Policy - Herbert H. Lehman",,,,,,,"JSTOR
ProQuest"
The Korean Experience,/content/korean-experience,Editor's Foreword - JIA Editorial Board,"Soviet Policy And The War - Philip E. Mosely
The United Nations And Korea - Leland M. Goodrich
Korea And The Struggle For Europe - William T. R. Fox
The Political Setting Of American Policy - Lindsay Rogers
Sharing The Burden - Stanley D. Blum
Indo-American Relations - Charles H. Heimsath
The Japanese Political Scene - Paul F. Langer",,,Power Realities And American Foreign Policy - Nathaniel Peffer,,,,"JSTOR
ProQuest"
The Middle East at Mid-Century,/content/middle-east-mid-century,Editor's Foreword - JIA Editorial Board,"880,000 Arab Refugees - Channing B. Richardson 
A Challenge for American Diplomacy - Maurice Harari 
Governments of the Arab East - Majid Khadduri 
In Defense of Peace - M. Fawzi Bey 
Obstacles to Economic Progress - David Cohen 
Social Conditions and Social Change - W.Wendell Cleland 
Technical Assistance and Economic Aid - Sherwin A. Crowne 
The Meaning of the Near East - Charles Malik 
The Middle East in World Affairs - Abba Eban 
The Problem of Communications - Arno G. Huth",,,,,,,"JSTOR
ProQuest"
Propaganda in World Politics,/content/propaganda-world-politics,,"Propaganda and the Formulation of U.S. Foreign Policy - Mary Watkins 
Propaganda and Wartime Policies - John B. Trussell 
Propaganda: An Instrument of Foreign Policy - Richard T. Newman 
Psychological Warfare in an Age of World Revolution - Saul K. Padover 
The Soviet Characterization of the Voice of America - Alex Inkeles 
World Imagery and American Propaganda Strategy - Daniel Lerner",,"Some Aspects of France's Population Problem - Raymond S. Yaukey
The United States and North Africa - Lawrence F. Zant
Current Movements in the Near East - David Cohen
The Proper Place of Propaganda - Joanne Toor And H. G. Picknell
India's Kashmir Record: A Study in Inconsistency - Robert W. Schleck","National Security and Individual Freedom - Harold D. Lasswell
The Choice - Boris Shub
The Multinational Empire - Robert A. Kann
American Military Government in Korea - E. Grant Meade
Why War Came in Korea - Robert T. Oliver
The United States in World Affairs - by Richard Stebbins
Tito and Goliath - Hamilton Fish Armstrong
The Soviet Image of the United States - Frederick C. Barghoorn
The Theory and Practice of Communism - R. N. Carew Hunt
International Law and Human Rights - Hersh Lauterpacht
The Hinge of Fate - Winston S. Churchill
The Purse and the Sword - Elias Huzar",,,,"JSTOR
ProQuest"
American Foreign Policy,/content/american-foreign-policy,The Issues Involved - JIA Editorial Board,"Berlin and U. S. Foreign Policy Toward Germany - Paul Hertz
Europe and America: Views on Foreign Policy - Jean-Jacques Servan Schreib
Japan: The United States Redeemed - Stewart Scheuer
The Soviet Critique of American Foreign Policy - Frederick C. Barghoorn
The Outlook for American Economic Policies - A Symposium",,"Notes On The International Scene
Atomic Energy: A Way Out of the Impasse? - Helen Corenetz
Western Europe looks at U.S. Foreign Policy - Sherwin A. Crowne
The Israeli Governmental Crisis - David Cohen
The French Rearmament Grant - Raymond S. Yaukey
The Saar: Link or Stumbling Block? - Robert W. Schleck",,,,,"JSTOR
ProQuest"
The Advancement of Underdeveloped Areas,/content/advancement-underdeveloped-areas,The Issues Involved - JIA Editorial Board,"Economic Development and World Trade - Arthur J. Brown 
Financial Problems in the Advancement of Underdeveloped Areas - Lewis N. Dembitz 
Imperialism and Economic Development in Asia - Ernest B. Haas 
Population and Change in Backward Areas - Kingsley Davis 
The Impact of Industrialization on Indian Society - Ghandikota V. Subba Rao",,"Notes on the International Scene
Indo-China - Mary Watkins
Liberia - Rudolph Grimes
The Philippines - William Alfeld
India - Rammohan Shah
Letter from Denmark - Niels Haagerup
National Security Council - Peter Brescia
German-Polish Boundary - Joyce Marshall",,,,,"JSTOR
ProQuest"
Europe After the Marshall Plan,/content/europe-after-marshall-plan,Foreword - JIA Editorial Board,"Asian Development and Europe - John S. Tanaka 
Integration of Western European Nations - John S. Getchell 
Integration of Western European Nations - Mario L. Cioci 
Integration of Western European Nations - Otakar Odlozilik 
Integration of Western European Nations - Richard C. Rowson 
Integration of Western European Nations - George M. Schwarz 
Integration of Western European Nations - Dale Shoup 
International Economic Organization and Economic Stability - William C. Cates 
Intra-European Trade and European Integration - Henry C. Wallich 
Intra-European Trade and European Integration - Frederick V. Loud 
Prospects of European Viability by 1952-1953 - Maxwell Obst 
Prospects of European Viability by 1952-1953 - Howard S. Ellis",,"Notes on the International Scene
The Amputation of Jerusalem
France, de Gaulle and the Atlantic Pact
Strasbourg Balance Sheet
The Youth Festival in Budapest
Historical Principles of American Foreign Policy
International Misunderstandings-Observations from a Summer Experience",,,,,"JSTOR
ProQuest"
Regional Organizations,/content/regional-organizations,Foreword - JIA Editorial Board,"Regionalism and the United Nations - Leland M. Goodrich
The North Atlantic Defense Pact - Clyde Eagleton
The Eastern European Bloc and the United Nations Charter - Leon Goure
The Organization of American States - Georgine L. Ogden
The League Of Arab States: Case Study of a Regional Pact - Paul Seabury
Regional Cooperation in Southeast Asia - Milton W. Meyer",,"Notes on the International Scene
The University and the United Nations
The Far Eastern Commission: An Example of Closed Diplomacy in the Postwar World
Trial Under Stress: The Malmedy Case
Pacific Islands: An Historical Note
A Short Critique of the ITO
The Military Potential of France
British Influence on the Arab League
Two Professional Notes",,,,,"JSTOR
ProQuest"
A New Framework for American Foreign Policy,/content/new-framework-american-foreign-policy,,"A Bipartisan Foreign Policy - John F. Lippmann 
Reorganization of the State Department - Albert L. Seligmann 
The New Foreign Service - Robert B. Warner 
The Place of Congress in the New Foreign Policy - Joseph P. Chamberlain 
The Role of the Armed Forces in Foreign Policy - Herman Beukema, Col. U.S.",,"Notes on the International Scene
Reflections on the Malmedy War Crimes Case
European Colonies in the Western Hemisphere
American Business Looks at Foreign Trade
United Nations International Internship Program",,,,,"JSTOR
ProQuest"
Developing an International Civil Service,/content/developing-international-civil-service,Editorial - JIA Editorial Board,"University Preparation for International Administration - Philip C. Jessup
Training for International Civil Service - Sven Bjorklund
The Internship Program of the United Nations Secretariat - Sonia Projansky
Some Problems in the Administration of an International Secretariat - Robert Kaplan
The Geographic Composition of International Secretariats - John M. Howe
Notes: American Trusteeship and the Pacific Islands; Political Trends in the Soviet Zone in Germany",,,,,,,"JSTOR
ProQuest"
U.S. Occupation,/content/us-occupation,Editorial - JIA Editorial Board,"Military Government and the Revival of Democracy in Germany - Franz L. Neumann
Japan: an Experiment in the Development of a Democratic Society - Richard L. Sneider
A Positive Achievement of the American Military Government in Germany - Charles E. Saltzman
Military Government in Germany - William H. Draper, Jr.
Round Table on American Occupation - Hans Heymann Jr. and Rene A. Tron
The Battle of the Mind: American Educational Policy in Germany and Japan - Robert King Hall
Polls, Press and Occupation Policy - Jay B. Krane
Some German Attitudes toward U.S. Occupation - William W. Moore
Public Opinion in Japan - Albert L. Seligmann and Gordon D. Clark",,,,,,,"JSTOR
ProQuest"
Higher Education in International Affairs,/content/higher-education-international-affairs,Editorial - Harrison Parker,"Institutions of International Studies - Rene Tron
Institutions of International Studies - Harold Melahn
Institutions of International Studies - Richard Sneider
International Relations as a Field of Study - Arnold Wolfers
Recent Conferences on the Study of International Relations In Higher Educational Institutions - Paul Seabury
School of International Affairs - Schuyler C. Wallace
The Educator Looks at International Affairs - Rene Tron
The Educator Looks at International Affairs - Hans Heymann Jr.
Undergraduate Preparation for International Studies - Virginia C. Gildersleeve
UNESCO and the Student of International Affairs - Harrison Parker",,,,,,,"JSTOR
ProQuest"
